ticker,market,report_period,field,source_route,value_available,policy_status,accepted_for_formal,human_review_required,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
1240,TPEx,115Q1,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,115Q1,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q4,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q4,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q3,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q3,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q2,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1240,TPEx,114Q2,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,115Q1,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,115Q1,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q4,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q4,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q3,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q3,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q2,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1570,TPEx,114Q2,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,115Q1,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,115Q1,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q4,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q4,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q3,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q3,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q2,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1777,TPEx,114Q2,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,115Q1,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,115Q1,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q4,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q4,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q3,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q3,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q2,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
1815,TPEx,114Q2,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
2073,TPEx,115Q1,capex_proxy,t164sb05,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
2073,TPEx,115Q1,receivables_trade,t164sb03,True,human_review_proxy_label_required,False,True,False,False,False,False,False,False,True,False
