ticker,market,year_month,required_gap_rows,raw_gap_rows,factor_gap_rows,need_official_selected_ticker_month_route,official_raw_route,need_trusted_adjusted_ticker_route,trusted_factor_route,classification_set,download_executed,future_data_violation_count,diagnostic_subproblem,represents_intended_all80_layer5_state_supply,performance_authorized,P3_2_outcome_read_authorized,Top3_authorized,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2363,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2363,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2363,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2363,TWSE,2024-07,4,4,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2363,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2022-08,9,9,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2364,TWSE,2024-08,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2365,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2365,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2365,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2365,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2365,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2367,TWSE,2023-05,7,7,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2367,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2367,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2367,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2367,TWSE,2025-01,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2368,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2368,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2368,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2368,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2022-07,8,8,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2022-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2371,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2374,TWSE,2023-04,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2374,TWSE,2023-05,2,2,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2374,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2374,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2374,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2375,TWSE,2023-11,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2375,TWSE,2023-12,4,4,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2375,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2375,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2022-07,6,6,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2022-08,4,4,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2385,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2022-07,6,6,5,True,TWSE STOCK_DAY selected month,True,Yahoo chart one bounded ticker request; no raw-as-adjusted,pre_listing_or_short_history_candidate_review|raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2022-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2388,TWSE,2025-03,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2392,TWSE,2022-09,8,8,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2392,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2392,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2392,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2023-06,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2023-07,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2025-04,4,4,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2393,TWSE,2025-05,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2395,TWSE,2023-11,10,10,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2395,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2395,TWSE,2025-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2399,TWSE,2022-10,10,10,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2399,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2399,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2399,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2399,TWSE,2023-12,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2024-12,2,2,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2401,TWSE,2025-01,2,2,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2022-08,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2022-10,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2024-03,15,15,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2024-04,20,20,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2024-05,10,10,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2024-06,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2404,TWSE,2024-08,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2405,TWSE,2022-10,10,10,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2405,TWSE,2023-03,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2405,TWSE,2023-04,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2405,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2406,TWSE,2023-06,6,6,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2406,TWSE,2023-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2406,TWSE,2023-09,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2406,TWSE,2023-11,1,1,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2406,TWSE,2024-07,5,5,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2419,TWSE,2022-07,3,3,0,True,TWSE STOCK_DAY selected month,False,reuse_ready,raw_true_gap,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
