variant_id,period,decision_date,ticker,role,requested_execution_date,market,name,open,high,low,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,source_path,exact_key_ready,fill_mode,future_data_violation_count
S01_CD2,P1,2017-11-27,3443,sell,2017-11-28,TWSE,創意,,,,270.0,official_unadjusted_ohlcv_twse_mi_index_bulk,raw_execution_ohlcv; adjusted_analysis_not_materialized,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20171128&type=ALLBUT0999&response=json,4672fb5c96bfa95942fc3fcf58641b0192e155c4aae252da3e0af0798fea9c5b,2026-07-10T12:53:01+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_full_lifecycle_minimum_data_acquisition_20260710\compact\official_raw_execution_ohlcv\TWSE\2017.csv.gz,True,local_official_raw_cache_reuse,0
S01_CD5,P1,2015-05-29,2357,sell,2015-06-01,TWSE,華碩,,,,299.0,official_unadjusted_ohlcv_twse_mi_index_bulk,raw_execution_ohlcv; adjusted_analysis_not_materialized,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150601&type=ALLBUT0999&response=json,1b94401e2bcdd5a4748f6c256dfd5f60e04e93601139bc3df8061c005d8f6e49,2026-07-10T12:41:28+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_full_lifecycle_minimum_data_acquisition_20260710\compact\official_raw_execution_ohlcv\TWSE\2015.csv.gz,True,local_official_raw_cache_reuse,0
S01_CD5,P2,2023-04-24,3293,sell,2023-04-25,TPEx,鈊象,,,,518.0,official_tpex_raw_execution_ohlcv,unadjusted_execution_only,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2023/04/25&response=json,0cf0cf77effccfd2b2df77b19c79e898057abb5479f93c5c1fade22137310e98,2026-07-11T08:56:29+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_exact_primary80_raw_hlc_warmup_gap_fill_20260711\checkpoints\raw_hlc_warmup\TPEx\2023-04-25.csv.gz,True,local_official_raw_cache_reuse,0
S01_CD7,P2,2023-04-26,3293,sell,2023-04-27,TPEx,鈊象,,,,523.0,official_tpex_raw_execution_ohlcv,unadjusted_execution_only,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2023/04/27&response=json,d793f575b3e4621525b41f85085c8e82fbe2af3220e7d9d81d9e0816882bbb5b,2026-07-11T08:56:29+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_exact_primary80_raw_hlc_warmup_gap_fill_20260711\checkpoints\raw_hlc_warmup\TPEx\2023-04-27.csv.gz,True,local_official_raw_cache_reuse,0
S01_CD10,P2,2023-04-20,2230,sell,2023-04-21,TPEx,泰茂,,,,81.4,official_tpex_raw_execution_ohlcv,unadjusted_execution_only,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2023/04/21&response=json,ab308a0dbc66b2d96fb43c84a325b38b51b7287427c0fb72e21baf8eddc9b652,2026-07-11T08:56:28+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_recent_full_feature_data_readiness_acquisition_20260711\checkpoints\price\TPEx\2023-04-21.csv.gz,True,local_official_raw_cache_reuse,0
S02_CD2,P2,2023-03-16,6409,sell,2023-03-17,TWSE,旭隼,,,,1615.0,official_twse_raw_execution_ohlcv,unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20230317&type=ALLBUT0999&response=json,af5ecd37b211c4460faaf0e02a217a1a9c57d6a7c7ddbdadaca75f3b1348c50c,2026-07-11T09:05:45+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_recent_full_feature_data_readiness_acquisition_20260711\checkpoints\price\TWSE\2023-03-17.csv.gz,True,local_official_raw_cache_reuse,0
S02_CD5,P2,2023-03-21,6409,sell,2023-03-22,TWSE,旭隼,,,,1645.0,official_twse_raw_execution_ohlcv,unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20230322&type=ALLBUT0999&response=json,ed09708a2d1b17cea7b78de9f57d7144ba1c458019df22b020b29e293646e026,2026-07-11T09:05:46+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_recent_full_feature_data_readiness_acquisition_20260711\checkpoints\price\TWSE\2023-03-22.csv.gz,True,local_official_raw_cache_reuse,0
S02_CD7,P2,2023-03-22,6409,sell,2023-03-23,TWSE,旭隼,,,,1645.0,official_twse_raw_execution_ohlcv,unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20230323&type=ALLBUT0999&response=json,0958c17e0c2f4b155eca82d14e2b7be039f1559e471a0691c7e12db13e67881f,2026-07-11T09:05:46+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_recent_full_feature_data_readiness_acquisition_20260711\checkpoints\price\TWSE\2023-03-23.csv.gz,True,local_official_raw_cache_reuse,0
S02_CD10,P2,2023-06-16,2474,sell,2023-06-19,TWSE,可成,,,,187.5,official_twse_raw_execution_ohlcv,unadjusted_execution_only,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230619&type=ALLBUT0999&response=json,8296dd5c6c042cdc64b7d43e763bd331a4c1705cb8e66d9a00db11b35fabb03e,2026-07-11T09:08:37+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_exact_primary80_raw_hlc_warmup_gap_fill_20260711\checkpoints\raw_hlc_warmup\TWSE\2023-06-19.csv.gz,True,local_official_raw_cache_reuse,0
S03_CD10,P2,2023-06-12,2474,sell,2023-06-13,TWSE,可成,,,,194.0,official_twse_raw_execution_ohlcv,unadjusted_execution_only,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230613&type=ALLBUT0999&response=json,3b9f27f82a607c96b2dbbdc0ce0b13ac0ba7be2f5bc1ac64e5e0adfa6f78c4be,2026-07-11T09:08:34+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_exact_primary80_raw_hlc_warmup_gap_fill_20260711\checkpoints\raw_hlc_warmup\TWSE\2023-06-13.csv.gz,True,local_official_raw_cache_reuse,0
