"year","market","months_expected","months_covered","accepted_rows","symbols","coverage_status","notes"
"2015","TWSE","12","12","10089","853","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2016","TWSE","12","12","10255","873","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2017","TWSE","12","12","10454","886","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2018","TWSE","12","12","10636","905","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2019","TWSE","12","12","10747","913","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2020","TWSE","12","12","10903","919","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2021","TWSE","12","12","10972","925","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2022","TWSE","12","12","11093","940","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2023","TWSE","12","12","11197","954","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2024","TWSE","12","12","11511","980","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2025","TWSE","12","12","11693","1002","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
"2026","TWSE","7","7","6844","1013","complete_monthly_anchor","Monthly anchor by industry; not full daily exact membership."
